chemidplus	NLM ChemIDplus database - 354,632 chemicals with SMILES and InChI	https://github.com/biobricks-ai/chemidplus	main
unitox-rdf	UniTox multi-organ toxicity dataset in RDF format (80,942 triples)	https://github.com/biobricks-ai/unitox-rdf	main
toxric-figshare-rdf	Toxric-Figshare dataset in RDF format (1.4M triples, 30 assays, 115 acute toxicity endpoints)	https://github.com/biobricks-ai/toxric-figshare-rdf	main
apistox-rdf	APISTOX bee toxicity dataset in RDF format (14,495 triples)	https://github.com/biobricks-ai/apistox-rdf	main
qsar-aquatic-tox-rdf	QSAR Aquatic Toxicity in RDF format - EC50/LC50 for Daphnia, fish, and algae (87K triples)	https://github.com/biobricks-ai/qsar-aquatic-tox-rdf	main
fda-unii	FDA UNII - 170,111 unique ingredient identifiers from GSRS	https://github.com/biobricks-ai/fda-unii	main
comptox-zebrafish-rdf	EPA CompTox zebrafish developmental toxicity data in RDF format (29,012 triples)	https://github.com/biobricks-ai/comptox-zebrafish-rdf	main
usgs-hbsl		https://github.com/biobricks-ai/usgs-hbsl	main
fda-ndc	FDA NDC Directory - 129,888 drug products with ingredients and classifications	https://github.com/biobricks-ai/fda-ndc	main
fda-drugsfda	FDA Drugs@FDA - 28,778 drug approval applications with TE codes	https://github.com/biobricks-ai/fda-drugsfda	main
fda-substance	FDA GSRS Substance Database - 167K substances with CAS/PubChem/DTXSID/UNII mappings	https://github.com/biobricks-ai/fda-substance	main
epa-tri		https://github.com/biobricks-ai/epa-tri	main
epa-cdr		https://github.com/biobricks-ai/epa-cdr	main
bigsoldb-rdf	BigSolDB solubility data in RDF format (953K triples, 104K measurements)	https://github.com/biobricks-ai/bigsoldb-rdf	main
chemidplus-rdf	NLM ChemIDplus chemical dictionary in RDF format (354K chemicals, 1.7M triples)	https://github.com/biobricks-ai/chemidplus-rdf	main
epa-list-of-lists	EPA Consolidated List of Lists - 3,027 chemicals with regulatory status across CAA, CERCLA, CWA, EPCRA, RCRA	https://github.com/biobricks-ai/epa-list-of-lists	main
nist-thermoml		https://github.com/biobricks-ai/nist-thermoml	main
lit-pcba-rdf	LIT-PCBA virtual screening benchmark in RDF format (15.7M triples)	https://github.com/biobricks-ai/lit-pcba-rdf	main
osha-pel	OSHA Permissible Exposure Limits - 644 substances with PELs, Cal/OSHA PELs, NIOSH RELs, ACGIH TLVs	https://github.com/biobricks-ai/osha-pel	main
ntp-roc	NTP Report on Carcinogens (15th Ed) - 261 carcinogen listings (64 known + 197 anticipated)	https://github.com/biobricks-ai/ntp-roc	main
openadmet-expansionrx		https://github.com/biobricks-ai/openadmet-expansionrx	main
hf-skfp-tox21-rdf	Tox21 multi-label toxicity screening dataset in RDF format (7,831 compounds, 12 endpoints)	https://github.com/biobricks-ai/hf-skfp-tox21-rdf	main
tdc-dili-rdf	TDC DILI (Drug-Induced Liver Injury) in RDF format - 475 drugs with DILI classification	https://github.com/biobricks-ai/tdc-dili-rdf	main
npclassifier-dataset		https://github.com/biobricks-ai/npclassifier-dataset	main
epa-frs		https://github.com/biobricks-ai/epa-frs	main
fda-unii-rdf	FDA Unique Ingredient Identifier (UNII) in RDF format	https://github.com/biobricks-ai/fda-unii-rdf	main
tsca-inventory-rdf	EPA TSCA Inventory in RDF format (498,288 triples, 70,754 chemicals, 16,108 PMN substances)	https://github.com/biobricks-ai/tsca-inventory-rdf	main
reaction-smiles		https://github.com/biobricks-ai/reaction-smiles	main
qsar-ecotox-predictions		https://github.com/biobricks-ai/qsar-ecotox-predictions	main
hf-skfp-sider-rdf	SIDER drug side effects in RDF format (24,803 triples)	https://github.com/biobricks-ai/hf-skfp-sider-rdf	main
tdc-clearance-hepatocyte-rdf	TDC Clearance Hepatocyte in RDF format (1,213 compounds, 4,273 triples)	https://github.com/biobricks-ai/tdc-clearance-hepatocyte-rdf	main
tdc-clearance-microsome-rdf	TDC Clearance Microsome dataset in RDF format (1,102 compounds with microsomal metabolic stability)	https://github.com/biobricks-ai/tdc-clearance-microsome-rdf	main
reaction-properties		https://github.com/biobricks-ai/reaction-properties	main
hf-skfp-toxcast-rdf	EPA ToxCast high-throughput screening data in RDF format (6.1M triples, 617 assays, 8,576 compounds)	https://github.com/biobricks-ai/hf-skfp-toxcast-rdf	main
broad-repurposing-hub		https://github.com/biobricks-ai/broad-repurposing-hub	main
computational-adme		https://github.com/biobricks-ai/computational-adme	main
tdc-half-life-rdf	TDC Half-Life ADMET dataset in RDF format (667 compounds, plasma half-life in hours)	https://github.com/biobricks-ai/tdc-half-life-rdf	main
hf-skfp-clintox-rdf	ClinTox clinical toxicity dataset in RDF format	https://github.com/biobricks-ai/hf-skfp-clintox-rdf	main
ntp-roc-rdf	NTP Report on Carcinogens in RDF format - 261 carcinogenic substances	https://github.com/biobricks-ai/ntp-roc-rdf	main
tdc-ppbr-rdf	TDC Plasma Protein Binding Rate dataset in RDF format (2,790 compounds, 11,780 triples)	https://github.com/biobricks-ai/tdc-ppbr-rdf	main
pki-bajorath		https://github.com/biobricks-ai/pki-bajorath	main
gsk-tcams		https://github.com/biobricks-ai/gsk-tcams	main
ctdbase-rdf	CTDbase RDF (31.8M triples) - chemical-gene-disease associations	https://github.com/biobricks-ai/ctdbase-rdf	main
concawe-petrotox		https://github.com/biobricks-ai/concawe-petrotox	main
hf-skfp-ames-rdf	Ames mutagenicity dataset (scikit-fingerprints) in RDF format - 7,255 compounds with Ames test results	https://github.com/biobricks-ai/hf-skfp-ames-rdf	main
hf-skfp-bbbp-rdf	Blood-Brain Barrier Penetration (BBBP) dataset from MoleculeNet in RDF format (6,117 triples, 2,039 compounds)	https://github.com/biobricks-ai/hf-skfp-bbbp-rdf	main
fda-drugsfda-rdf	FDA Drugs@FDA in RDF format (239,913 triples)	https://github.com/biobricks-ai/fda-drugsfda-rdf	main
excape-db-rdf	ExCAPE-DB bioactivity data in RDF format (503M triples)	https://github.com/biobricks-ai/excape-db-rdf	main
fda-ndc-rdf	FDA National Drug Code (NDC) Directory in RDF format (2.3M triples)	https://github.com/biobricks-ai/fda-ndc-rdf	main
novartis-gnf-malaria		https://github.com/biobricks-ai/novartis-gnf-malaria	main
gestis-dnel-rdf	GESTIS DNEL occupational exposure limits in RDF format (37,994 triples from 5,803 substances)	https://github.com/biobricks-ai/gestis-dnel-rdf	main
canada-dsl		https://github.com/biobricks-ai/canada-dsl	main
osha-pel-rdf	OSHA Permissible Exposure Limits (PEL) in RDF format - workplace exposure limits from Tables Z-1, Z-2, Z-3	https://github.com/biobricks-ai/osha-pel-rdf	main
epa-cdr-rdf	EPA Chemical Data Reporting (CDR) in RDF format - 1.9M triples with chemical manufacturing/import data	https://github.com/biobricks-ai/epa-cdr-rdf	main
japan-nite-ghs-rdf	Japan NITE GHS (Globally Harmonized System) chemical hazard classifications in RDF format	https://github.com/biobricks-ai/japan-nite-ghs-rdf	main
inchem-ipcs		https://github.com/biobricks-ai/inchem-ipcs	main
australia-aiic	Australian Inventory of Industrial Chemicals (AIIC) - 39,796 chemicals with CAS numbers, names, and regulatory information	https://github.com/biobricks-ai/australia-aiic	main
icsc-ilo		https://github.com/biobricks-ai/icsc-ilo	main
epa-oppalb		https://github.com/biobricks-ai/epa-oppalb	main
opm-data		https://github.com/biobricks-ai/opm-data	main
hsdb-pubchem	HSDB-PubChem: 6,184 hazardous substances with toxicity data and 100% SMILES coverage	https://github.com/biobricks-ai/hsdb-pubchem	main
hf-skfp-ppbr-az		https://github.com/biobricks-ai/hf-skfp-ppbr-az	main
hf-skfp-bbb-martins	Blood-Brain Barrier Penetration dataset from Martins et al. (2,030 compounds with BBB permeability labels)	https://github.com/biobricks-ai/hf-skfp-bbb-martins	main
oecd-sids		https://github.com/biobricks-ai/oecd-sids	main
hf-skfp-herg		https://github.com/biobricks-ai/hf-skfp-herg	main
hf-skfp-clearance-hepatocyte-az		https://github.com/biobricks-ai/hf-skfp-clearance-hepatocyte-az	main
hf-skfp-dili	DILI (Drug-Induced Liver Injury) dataset - 475 compounds with binary hepatotoxicity labels from TDC	https://github.com/biobricks-ai/hf-skfp-dili	main
guacamol		https://github.com/biobricks-ai/guacamol	main
sweetlead		https://github.com/biobricks-ai/sweetlead	main
efsa-openfoodtox		https://github.com/biobricks-ai/efsa-openfoodtox	main
coconut-v2		https://github.com/biobricks-ai/coconut-v2	main
toxric-30		https://github.com/biobricks-ai/toxric-30	main
adore-ecotox		https://github.com/biobricks-ai/adore-ecotox	main
tox21-10k-compounds		https://github.com/biobricks-ai/tox21-10k-compounds	main
ncats-npc		https://github.com/biobricks-ai/ncats-npc	main
lotus-nps		https://github.com/biobricks-ai/lotus-nps	main
ppb-affinity		https://github.com/biobricks-ai/ppb-affinity	main
edrug3d		https://github.com/biobricks-ai/edrug3d	main
toxrefdb-v3	ToxRefDB v3.0 - EPA Toxicity Reference Database: 6,341 guideline studies, 1,228 chemicals, 42,435 POD records	https://github.com/biobricks-ai/toxrefdb-v3	main
aquatic-moa-ecotox		https://github.com/biobricks-ai/aquatic-moa-ecotox	main
hf-deepchem-bace		https://github.com/biobricks-ai/hf-deepchem-bace	main
hf-sagawa-zinc		https://github.com/biobricks-ai/hf-sagawa-zinc	main
skin-sens-multiassay		https://github.com/biobricks-ai/skin-sens-multiassay	main
hf-skfp-cyp-substrates		https://github.com/biobricks-ai/hf-skfp-cyp-substrates	main
depmap-prism-repurposing		https://github.com/biobricks-ai/depmap-prism-repurposing	main
predict-drug-repurposing		https://github.com/biobricks-ai/predict-drug-repurposing	main
cpi2m-bioactivity		https://github.com/biobricks-ai/cpi2m-bioactivity	main
nubbedb		https://github.com/biobricks-ai/nubbedb	main
ntp-technical-reports-docs	Document store with metadata for 608 NTP Technical Reports on toxicology and carcinogenesis (CAS numbers, URLs, carcinogenicity conclusions)	https://github.com/biobricks-ai/ntp-technical-reports-docs	main
rtecs-rdf	RTECS (Registry of Toxic Effects of Chemical Substances) in RDF format - 4.8M triples	https://github.com/biobricks-ai/rtecs-rdf	main
atsdr-toxprofiles-docs		https://github.com/biobricks-ai/atsdr-toxprofiles-docs	main
bbbp-rdf	BBBP blood-brain barrier penetration dataset in RDF format	https://github.com/biobricks-ai/bbbp-rdf	main
freesolv-rdf	FreeSolv hydration free energies in RDF format (4,494 triples)	https://github.com/biobricks-ai/freesolv-rdf	main
bioavailability-ma-rdf	bioavailability-ma in RDF format (1,920 triples)	https://github.com/biobricks-ai/bioavailability-ma-rdf	main
tox21-10k-compounds-rdf	EPA Tox21 10K compounds in RDF format (254K triples)	https://github.com/biobricks-ai/tox21-10k-compounds-rdf	main
toxrefdb-v3-rdf	EPA ToxRefDB v3 toxicology data in RDF format	https://github.com/biobricks-ai/toxrefdb-v3-rdf	main
adore-ecotox-rdf	ADORE Ecotoxicology in RDF format (389,096 triples)	https://github.com/biobricks-ai/adore-ecotox-rdf	main
aquatic-moa-ecotox-rdf	aquatic-moa-ecotox in RDF format (50,440 triples)	https://github.com/biobricks-ai/aquatic-moa-ecotox-rdf	main
computational-adme-rdf	Computational ADME predictions in RDF format (36K triples)	https://github.com/biobricks-ai/computational-adme-rdf	main
concawe-petrotox-rdf	CONCAWE Petrotox hydrocarbons in RDF format (20,879 triples)	https://github.com/biobricks-ai/concawe-petrotox-rdf	main
dramp-rdf	DRAMP antimicrobial peptides database in RDF format	https://github.com/biobricks-ai/dramp-rdf	main
broad-repurposing-hub-rdf	broad-repurposing-hub in RDF format (68,978 triples)	https://github.com/biobricks-ai/broad-repurposing-hub-rdf	main
hf-skfp-dili-rdf	Drug-Induced Liver Injury (DILI) dataset in RDF format (2.8K triples)	https://github.com/biobricks-ai/hf-skfp-dili-rdf	main
hf-skfp-herg-rdf	hERG cardiac toxicity in RDF format (5,845 triples)	https://github.com/biobricks-ai/hf-skfp-herg-rdf	main
hf-skfp-ld50-zhu-rdf	LD50 Zhu toxicity dataset in RDF format	https://github.com/biobricks-ai/hf-skfp-ld50-zhu-rdf	main
hf-skfp-cyp1a2-veith-rdf	CYP1A2 inhibition dataset (Veith) in RDF format (63K triples)	https://github.com/biobricks-ai/hf-skfp-cyp1a2-veith-rdf	main
hf-skfp-cyp2c9-veith-rdf	CYP2C9 inhibition in RDF format (120,920 triples)	https://github.com/biobricks-ai/hf-skfp-cyp2c9-veith-rdf	main
hf-skfp-cyp3a4-veith-rdf	CYP3A4 inhibition dataset in RDF format	https://github.com/biobricks-ai/hf-skfp-cyp3a4-veith-rdf	main
hf-skfp-cyp2d6-veith-rdf	CYP2D6 inhibition data in RDF format (131,300 triples)	https://github.com/biobricks-ai/hf-skfp-cyp2d6-veith-rdf	main
lotus-nps-rdf	LOTUS Natural Products database in RDF format (5.8M triples)	https://github.com/biobricks-ai/lotus-nps-rdf	main
hsdb-pubchem-rdf	HSDB toxicity data in RDF format (201,905 triples)	https://github.com/biobricks-ai/hsdb-pubchem-rdf	main
ncats-npc-rdf	NCATS Pharmaceutical Collection in RDF format (279,186 triples)	https://github.com/biobricks-ai/ncats-npc-rdf	main
nura-rdf	NURA Nuclear Receptor Activity in RDF format (1,138,312 triples)	https://github.com/biobricks-ai/nura-rdf	main
sweetlead-rdf	SweetLead drug database in RDF format (62,010 triples)	https://github.com/biobricks-ai/sweetlead-rdf	main
guacamol-rdf	GuacaMol benchmark molecules in RDF format	https://github.com/biobricks-ai/guacamol-rdf	main
novartis-gnf-malaria-rdf	Novartis GNF malaria screening data in RDF format (163,077 triples)	https://github.com/biobricks-ai/novartis-gnf-malaria-rdf	main
skin-sens-multiassay-rdf	Skin sensitization multi-assay data in RDF format (19,549 triples)	https://github.com/biobricks-ai/skin-sens-multiassay-rdf	main
epa-iris-docs		https://github.com/biobricks-ai/epa-iris-docs	main
coral-toxicity		https://github.com/biobricks-ai/coral-toxicity	main
epa-list-of-lists-rdf	EPA List of Lists in RDF format (58K triples)	https://github.com/biobricks-ai/epa-list-of-lists-rdf	main
hf-skfp-bace-rdf	BACE-1 inhibition in RDF (7.5K triples)	https://github.com/biobricks-ai/hf-skfp-bace-rdf	main
gsk-tcams-rdf	GSK TCAMS malaria screening data in RDF format	https://github.com/biobricks-ai/gsk-tcams-rdf	main
canada-dsl-rdf	Canadian Domestic Substances List in RDF format with CEPA categorization (318K triples)	https://github.com/biobricks-ai/canada-dsl-rdf	main
hf-skfp-bbb-martins-rdf	BBB Martins permeability in RDF (10K triples)	https://github.com/biobricks-ai/hf-skfp-bbb-martins-rdf	main
hf-skfp-caco2-wang-rdf	Caco-2 permeability data in RDF format	https://github.com/biobricks-ai/hf-skfp-caco2-wang-rdf	main
hf-skfp-bioavailability-ma-rdf	Oral bioavailability classification in RDF (2.6K triples)	https://github.com/biobricks-ai/hf-skfp-bioavailability-ma-rdf	main
hf-skfp-clearance-hepatocyte-az-rdf	Hepatocyte clearance AZ in RDF (4K triples)	https://github.com/biobricks-ai/hf-skfp-clearance-hepatocyte-az-rdf	main
hf-skfp-esol-rdf	ESOL solubility data in RDF format	https://github.com/biobricks-ai/hf-skfp-esol-rdf	main
hf-skfp-cyp-substrates-rdf	CYP substrate classification in RDF (3.3K triples)	https://github.com/biobricks-ai/hf-skfp-cyp-substrates-rdf	main
hf-skfp-freesolv-rdf	FreeSolv in RDF (2.5K triples)	https://github.com/biobricks-ai/hf-skfp-freesolv-rdf	main
hf-skfp-herg-karim-rdf	hERG cardiac toxicity data in RDF format	https://github.com/biobricks-ai/hf-skfp-herg-karim-rdf	main
hf-skfp-hia-hou-rdf	Human intestinal absorption in RDF (2.3K triples)	https://github.com/biobricks-ai/hf-skfp-hia-hou-rdf	main
hf-skfp-hiv-rdf	HIV inhibition in RDF (206K triples)	https://github.com/biobricks-ai/hf-skfp-hiv-rdf	main
hf-skfp-lipophilicity-rdf	Lipophilicity data in RDF format	https://github.com/biobricks-ai/hf-skfp-lipophilicity-rdf	main
hf-skfp-pampa-ncats-rdf	PAMPA permeability in RDF (8.1K triples)	https://github.com/biobricks-ai/hf-skfp-pampa-ncats-rdf	main
hf-skfp-pgp-broccatelli-rdf	P-gp inhibition in RDF (6K triples)	https://github.com/biobricks-ai/hf-skfp-pgp-broccatelli-rdf	main
hf-skfp-skin-reaction-rdf	Skin reaction classification in RDF (1.6K triples)	https://github.com/biobricks-ai/hf-skfp-skin-reaction-rdf	main
hf-skfp-ppbr-az-rdf	Plasma protein binding rate data in RDF format	https://github.com/biobricks-ai/hf-skfp-ppbr-az-rdf	main
hf-skfp-solubility-aqsoldb-rdf	AqSolDB solubility in RDF (40K triples)	https://github.com/biobricks-ai/hf-skfp-solubility-aqsoldb-rdf	main
hf-skfp-vdss-lombardo-rdf	Volume of distribution (VDss) in RDF (4.5K triples)	https://github.com/biobricks-ai/hf-skfp-vdss-lombardo-rdf	main
icsc-ilo-rdf	ILO International Chemical Safety Cards in RDF format	https://github.com/biobricks-ai/icsc-ilo-rdf	main
negatome-rdf	Negatome non-interactions in RDF (39K triples)	https://github.com/biobricks-ai/negatome-rdf	main
odor-smiles-rdf	Odor-SMILES multi-label classification in RDF (39K triples)	https://github.com/biobricks-ai/odor-smiles-rdf	main
pki-bajorath-rdf	PKI Bajorath kinase inhibitors in RDF (1.9M triples)	https://github.com/biobricks-ai/pki-bajorath-rdf	main
pi1m-rdf	PI1M molecules (1M) with synthetic accessibility in RDF format	https://github.com/biobricks-ai/pi1m-rdf	main
tdc-cyp2c9-substrate-rdf	CYP2C9 substrate data in RDF format	https://github.com/biobricks-ai/tdc-cyp2c9-substrate-rdf	main
tdc-cyp2d6-substrate-rdf	CYP2D6 substrate data in RDF format	https://github.com/biobricks-ai/tdc-cyp2d6-substrate-rdf	main
tdc-cyp3a4-substrate-rdf	CYP3A4 substrate data in RDF format	https://github.com/biobricks-ai/tdc-cyp3a4-substrate-rdf	main
eu-sccs-opinions-docs		https://github.com/biobricks-ai/eu-sccs-opinions-docs	main
hf-skfp-carcinogens-lagunin-rdf	hf-skfp-carcinogens-lagunin in RDF format	https://github.com/biobricks-ai/hf-skfp-carcinogens-lagunin-rdf	main
uk-reach-grandfathered-rdf	UK REACH Grandfathered Chemicals in RDF format (19,680 triples)	https://github.com/biobricks-ai/uk-reach-grandfathered-rdf	main
efsa-openfoodtox-rdf	EFSA OpenFoodTox in RDF format	https://github.com/biobricks-ai/efsa-openfoodtox-rdf	main
usgs-hbsl-rdf	USGS HBSL in RDF format (3,587 triples)	https://github.com/biobricks-ai/usgs-hbsl-rdf	main
predict-drug-repurposing-rdf	Drug repurposing predictions in RDF format	https://github.com/biobricks-ai/predict-drug-repurposing-rdf	main
ppb-affinity-rdf	Protein-protein binding affinity in RDF format	https://github.com/biobricks-ai/ppb-affinity-rdf	main
nist-thermoml-rdf	NIST ThermoML thermodynamic data in RDF format	https://github.com/biobricks-ai/nist-thermoml-rdf	main
zenodo-mycotoxins-rdf	zenodo-mycotoxins in RDF format	https://github.com/biobricks-ai/zenodo-mycotoxins-rdf	main
cir-cosmetic-review		https://github.com/biobricks-ai/cir-cosmetic-review	main
drug-halflife-rdf	Drug half-life dataset in RDF format (3,512 compounds)	https://github.com/biobricks-ai/drug-halflife-rdf	main
australia-aiic-rdf	Australian Industrial Chemicals Inventory in RDF format	https://github.com/biobricks-ai/australia-aiic-rdf	main
cir-cosmetic-review-rdf	Cosmetic Ingredient Review safety assessments in RDF format	https://github.com/biobricks-ai/cir-cosmetic-review-rdf	main
coral-toxicity-rdf	coral-toxicity in RDF format (734 triples)	https://github.com/biobricks-ai/coral-toxicity-rdf	main
depmap-prism-repurposing-rdf	depmap-prism-repurposing in RDF format (10.2M triples)	https://github.com/biobricks-ai/depmap-prism-repurposing-rdf	main
edkb-rdf	Endocrine Disruptor Knowledge Base in RDF format	https://github.com/biobricks-ai/edkb-rdf	main
gestis-igs-rdf	GESTIS International Chemical Safety Cards in RDF format	https://github.com/biobricks-ai/gestis-igs-rdf	main
edlists-rdf	EU Endocrine Disruptor Lists RDF	https://github.com/biobricks-ai/edlists-rdf	main
hf-binding-affinity-rdf	Protein-ligand binding affinity data in RDF format	https://github.com/biobricks-ai/hf-binding-affinity-rdf	main
hf-deepchem-bace-rdf	BACE1 inhibitor data in RDF format	https://github.com/biobricks-ai/hf-deepchem-bace-rdf	main
zenodo-bioactivity-consensus-rdf	Zenodo Bioactivity Consensus in RDF format (80M triples)	https://github.com/biobricks-ai/zenodo-bioactivity-consensus-rdf	main
comptox-rdf	EPA CompTox Dashboard in RDF format	https://github.com/biobricks-ai/comptox-rdf	main
nubbedb-rdf	NuBBE Brazilian Natural Products Database in RDF format	https://github.com/biobricks-ai/nubbedb-rdf	main
npclassifier-dataset-rdf	NPClassifier natural products dataset in RDF format	https://github.com/biobricks-ai/npclassifier-dataset-rdf	main
oecd-sids-rdf	OECD Screening Information Data Sets (SIDS) in RDF format	https://github.com/biobricks-ai/oecd-sids-rdf	main
hf-skfp-chembl244-ki-rdf	ChEMBL244 binding affinity (Ki) data in RDF format	https://github.com/biobricks-ai/hf-skfp-chembl244-ki-rdf	main
hf-skfp-chembl262-ki-rdf	ChEMBL CHEMBL262 binding affinity (Ki) data in RDF format	https://github.com/biobricks-ai/hf-skfp-chembl262-ki-rdf	main
hf-skfp-chembl218-ec50-rdf	ChEMBL assay 218 EC50 data in RDF format	https://github.com/biobricks-ai/hf-skfp-chembl218-ec50-rdf	main
hf-skfp-chembl264-ki-rdf	ChEMBL CHEMBL264 binding affinity (Ki) data in RDF format	https://github.com/biobricks-ai/hf-skfp-chembl264-ki-rdf	main
hf-skfp-chembl2835-ki-rdf	ChEMBL CHEMBL2835 binding affinity (Ki) data in RDF format	https://github.com/biobricks-ai/hf-skfp-chembl2835-ki-rdf	main
hf-skfp-chembl287-ki-rdf	ChEMBL CHEMBL287 binding affinity (Ki) data in RDF format	https://github.com/biobricks-ai/hf-skfp-chembl287-ki-rdf	main
hf-skfp-chembl2971-ki-rdf	ChEMBL CHEMBL2971 binding affinity (Ki) data in RDF format	https://github.com/biobricks-ai/hf-skfp-chembl2971-ki-rdf	main
hf-skfp-chembl3979-ec50-rdf	ChEMBL CHEMBL3979 potency (EC50) data in RDF format	https://github.com/biobricks-ai/hf-skfp-chembl3979-ec50-rdf	main
hf-skfp-chembl4005-ki-rdf	ChEMBL CHEMBL4005 binding affinity (Ki) data in RDF format	https://github.com/biobricks-ai/hf-skfp-chembl4005-ki-rdf	main
qsar-ecotox-predictions-rdf	QSAR ecotox predictions in RDF format	https://github.com/biobricks-ai/qsar-ecotox-predictions-rdf	main
hf-skfp-chembl4203-ki-rdf	ChEMBL CHEMBL4203 binding affinity (Ki) data in RDF format	https://github.com/biobricks-ai/hf-skfp-chembl4203-ki-rdf	main
hf-skfp-chembl4616-ec50-rdf	ChEMBL CHEMBL4616 potency (EC50) data in RDF format	https://github.com/biobricks-ai/hf-skfp-chembl4616-ec50-rdf	main
hf-skfp-chembl4792-ki-rdf	ChEMBL CHEMBL4792 binding affinity (Ki) data in RDF format	https://github.com/biobricks-ai/hf-skfp-chembl4792-ki-rdf	main
hf-skfp-lrgb-peptides-func-rdf	LRGB peptide functional annotations in RDF format (217,490 triples)	https://github.com/biobricks-ai/hf-skfp-lrgb-peptides-func-rdf	main
avida-sarscov2-rdf	AVIDa-SARS-CoV-2 nanobody data in RDF format	https://github.com/biobricks-ai/avida-sarscov2-rdf	main
hf-skfp-chembl219-ki-rdf	ChEMBL bioactivity data in RDF format	https://github.com/biobricks-ai/hf-skfp-chembl219-ki-rdf	main
hf-skfp-chembl228-ki-rdf	ChEMBL bioactivity data in RDF format	https://github.com/biobricks-ai/hf-skfp-chembl228-ki-rdf	main
hf-skfp-cyp2c19-veith-rdf	CYP2C19 inhibition data from Veith in RDF format	https://github.com/biobricks-ai/hf-skfp-cyp2c19-veith-rdf	main
hf-skfp-chembl231-ki-rdf	ChEMBL bioactivity data in RDF format	https://github.com/biobricks-ai/hf-skfp-chembl231-ki-rdf	main
hf-skfp-chembl233-ki-rdf	ChEMBL bioactivity data in RDF format	https://github.com/biobricks-ai/hf-skfp-chembl233-ki-rdf	main
hf-skfp-chembl234-ki-rdf	ChEMBL bioactivity data in RDF format	https://github.com/biobricks-ai/hf-skfp-chembl234-ki-rdf	main
hf-skfp-chembl235-ec50-rdf	ChEMBL bioactivity data in RDF format	https://github.com/biobricks-ai/hf-skfp-chembl235-ec50-rdf	main
hf-skfp-chembl236-ki-rdf	ChEMBL bioactivity data in RDF format	https://github.com/biobricks-ai/hf-skfp-chembl236-ki-rdf	main
hf-skfp-chembl237-ec50-rdf	ChEMBL bioactivity data in RDF format	https://github.com/biobricks-ai/hf-skfp-chembl237-ec50-rdf	main
hf-skfp-chembl237-ki-rdf	ChEMBL bioactivity data in RDF format	https://github.com/biobricks-ai/hf-skfp-chembl237-ki-rdf	main
hf-skfp-chembl238-ki-rdf	ChEMBL bioactivity data in RDF format	https://github.com/biobricks-ai/hf-skfp-chembl238-ki-rdf	main
hf-skfp-chembl239-ec50-rdf	ChEMBL bioactivity data in RDF format	https://github.com/biobricks-ai/hf-skfp-chembl239-ec50-rdf	main
reaction-properties-rdf	Reaction properties in RDF format	https://github.com/biobricks-ai/reaction-properties-rdf	main
hf-skfp-lrgb-peptides-struct-rdf	LRGB peptide structural properties in RDF format	https://github.com/biobricks-ai/hf-skfp-lrgb-peptides-struct-rdf	main
hf-skfp-muv-rdf	MUV bioassay dataset in RDF format	https://github.com/biobricks-ai/hf-skfp-muv-rdf	main
reaction-smiles-rdf	Reaction SMILES in RDF format	https://github.com/biobricks-ai/reaction-smiles-rdf	main
rotconml-rdf	Rotational constants ML dataset in RDF format	https://github.com/biobricks-ai/rotconml-rdf	main
hf-skfp-pcba-rdf	PubChem BioAssay benchmark in RDF format	https://github.com/biobricks-ai/hf-skfp-pcba-rdf	main
inchem-ipcs-rdf	IPCS Safety Cards in RDF format	https://github.com/biobricks-ai/inchem-ipcs-rdf	main
norman-uvcb-s103-rdf	NORMAN UVCB S103 in RDF format	https://github.com/biobricks-ai/norman-uvcb-s103-rdf	main
toxric-30-rdf	TOXRIC-30 acute toxicity in RDF format	https://github.com/biobricks-ai/toxric-30-rdf	main
openadmet-expansionrx-rdf	OpenADMET ExpansionRx ADMET data in RDF format	https://github.com/biobricks-ai/openadmet-expansionrx-rdf	main
ntp-technical-reports-docs-rdf	NTP Technical Reports in RDF format	https://github.com/biobricks-ai/ntp-technical-reports-docs-rdf	main
bicerano-polymers-rdf	Bicerano polymers data in RDF format	https://github.com/biobricks-ai/bicerano-polymers-rdf	main
block-polymers-morphology-rdf	Block polymers morphology data in RDF format	https://github.com/biobricks-ai/block-polymers-morphology-rdf	main
coconut-v2-rdf	COCONUT v2 natural products in RDF format	https://github.com/biobricks-ai/coconut-v2-rdf	main
edrug3d-rdf	e-Drug3D FDA drugs in RDF format	https://github.com/biobricks-ai/edrug3d-rdf	main
epa-oppalb-rdf	EPA aquatic life benchmarks in RDF format	https://github.com/biobricks-ai/epa-oppalb-rdf	main
fda-substance-rdf	FDA substance registry in RDF format	https://github.com/biobricks-ai/fda-substance-rdf	main
figshare-cep-mordred-rdf	CEP Mordred solar cell data in RDF format	https://github.com/biobricks-ai/figshare-cep-mordred-rdf	main
chemixhub-rdf	CheMixHub chemistry data in RDF format	https://github.com/biobricks-ai/chemixhub-rdf	main
cpi2m-bioactivity-rdf	CPI2M bioactivity data in RDF format	https://github.com/biobricks-ai/cpi2m-bioactivity-rdf	main
usgs-produced-waters-rdf	USGS Produced Waters geochemistry in RDF format	https://github.com/biobricks-ai/usgs-produced-waters-rdf	main
pinder-rdf	PINDER protein interactions in RDF format	https://github.com/biobricks-ai/pinder-rdf	main
protein-binding-sequences-rdf	Protein binding sequences in RDF format (81,850 triples)	https://github.com/biobricks-ai/protein-binding-sequences-rdf	main
